,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0.8,1.8104242374894692,6.0,0.0,0.0,3.0,1.0,0.0,3.0450897239150665,1.0,0.0,0.0,6.666666666666667,360.0,18.966787799831508,25.0,0.0
1,0.8,1.9512543615877638,6.0,0.0,0.0,3.0,1.0,0.0,0.7628155316862901,1.0,0.0,0.0,5.833333333333334,360.0,21.22006978540422,29.0,0.0
2,0.8,1.6761132407956023,5.999999999999993,0.0,0.0,3.0,1.0,0.0,4.028079303538161,1.0,0.0,0.0,5.000000000000001,359.99999999999955,16.817811852729637,26.0,0.0
3,0.8,1.8825841810885566,5.999999999999993,0.0,0.0,3.0,1.0,0.0,0.7184802268808894,1.0,0.0,0.0,4.166666666566668,359.99999999999955,20.121346897416906,28.000000000000004,0.0
4,0.8,1.7685293855317075,5.999999999999993,0.0,0.0,3.0,1.0,0.0,1.34881056949757,1.0,0.0,0.0,3.3333333332333344,359.99999999999955,18.29647016850732,27.0,0.0
5,0.8,1.945575475257479,5.999999999999997,0.0,0.0,1.685584074841966,1.0,0.0,0.0,1.0,0.0,0.0,2.8651155346661215,359.99999999999983,21.129207604119664,29.0,0.0
6,0.8,2.2307692569653046,5.999999999999983,2.802529157345896,1.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,3.495684595068948,359.999999999999,25.692308111444873,33.0,0.0
7,0.8,2.0179155099884003,6.0,0.32083131483323957,1.0,0.0,-0.0,0.0,1.1324274851176597e-14,1.0,0.0,0.0,3.567871640906427,360.0,22.286648159814405,31.0,0.0
8,0.8,2.053567259515247,6.0,0.7844003713749368,1.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,3.7443617244657874,300.0,22.857076152243955,30.999999999999996,0.0
9,0.8,2.049303050615742,6.0,0.9400676513303212,1.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,3.9558769460151098,300.0,22.78884880985187,31.0,0.0
