,Q_CCGT
1689,27.02256446
1690,27.01030904
1691,27
1692,26.99120825
1693,26.98359841
1694,26.97694343
1695,26.97110588
1696,26.95049242
1697,26.91609263
1698,26.84601425
1699,26.72870282
1700,26.58751582
1701,26.44524023
1702,26.32246963
1703,26.22783599
1704,26.16101258
1705,26.11516595
1706,26.08183654
1707,26.05385997
1708,26.02702894
1709,26
1710,25.97339641
1711,25.9486122
1712,25.926885
1713,25.90880618
1714,25.88402115
1715,25.85262536
1716,25.79941897
1717,25.71610788
1718,25.61767237
1719,25.51895031
1720,25.43350435
1721,25.36708144
1722,25.31951938
1723,25.28632161
1724,25.2618694
1725,25.24136342
1726,25.22194294
1727,25.20264418
